,LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
4437,Vila Cremosa,Papicu,"Fortaleza, CE","Papicu, Fortaleza, CE",60175-765
4438,Vila Crepon,Olavo Oliveira,"Fortaleza, CE","Olavo Oliveira, Fortaleza, CE",60351-201
4439,Travessa Creta,Alto da Balança,"Fortaleza, CE","Alto da Balança, Fortaleza, CE",60851-560
4440,Vila Creusa,Granja Portugal,"Fortaleza, CE","Granja Portugal, Fortaleza, CE",60541-244
4441,Rua Creuza Rocha  - até 581/582,Jardim Guanabara,"Fortaleza, CE","Jardim Guanabara, Fortaleza, CE",60346-352
4442,Rua Creuza Rocha  - de 583/584 ao fim,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-065
4443,Rua Creuza Roque,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-330
4444,Vila Criciúma,Autran Nunes,"Fortaleza, CE","Autran Nunes, Fortaleza, CE",60527-140
4445,Rua Crisanto Arruda,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60861-760
4446,Rua Crisanto Barroso Nogueira,Boa Vista-Castelão,"Fortaleza, CE","Boa Vista-Castelão, Fortaleza, CE",60861-145
4447,Rua Crisanto Moreira da Rocha,Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-022
4448,Rua Crisanto Moreira da Rocha,Cambeba,"Fortaleza, CE","Cambeba, Fortaleza, CE",60822-305
4449,Vila Crisman,Jardim Iracema,"Fortaleza, CE","Jardim Iracema, Fortaleza, CE",60330-735
4450,Rua Crispim Almeida,Monte Castelo,"Fortaleza, CE","Monte Castelo, Fortaleza, CE",60325-800
4451,Rua Crispina de Freitas,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-315
4452,Rua Cristais Paulista,Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60862-090
4453,Rua Cristal,Ellery,"Fortaleza, CE","Ellery, Fortaleza, CE",60320-610
4454,Rua Cristal,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60732-510
4455,Travessa Cristal,Quintino Cunha,"Fortaleza, CE","Quintino Cunha, Fortaleza, CE",60351-400
4456,Vila Cristal,Ellery,"Fortaleza, CE","Ellery, Fortaleza, CE",60320-620
4457,Vila Cristalina,Maraponga,"Fortaleza, CE","Maraponga, Fortaleza, CE",60710-800
4458,Vila Cristalândia,Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60336-460
4459,Vila Cristiana,Jóquei Clube,"Fortaleza, CE","Jóquei Clube, Fortaleza, CE",60440-212
4460,Rua Cristiane Monteiro,Genibaú,"Fortaleza, CE","Genibaú, Fortaleza, CE",60534-245
4461,Rua Cristiano Otoni,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60761-420
4462,Vila Cristiano,Jardim América,"Fortaleza, CE","Jardim América, Fortaleza, CE",60415-720
4463,Rua Cristina Araújo,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60872-432
4464,Rua Cristina,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60349-465
4465,Praça Cristo Redentor,Centro,"Fortaleza, CE","Centro, Fortaleza, CE",60060-147
4466,Rua Cristo Redentor,Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60861-400
4467,Rua Cristo Redentor,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-465
4468,Rua Cristo Redentor,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60873-745
4469,Rua Cristo Rei,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60731-808
4470,Travessa Cristo Rei,Aeroporto,"Fortaleza, CE","Aeroporto, Fortaleza, CE",60422-725
4471,Travessa Cristo Rei,Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60731-809
4472,Rua Cristo Salvador,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60181-240
4473,Rua Cristovão Melo,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60766-565
4474,Vila Cristão,Jardim Guanabara,"Fortaleza, CE","Jardim Guanabara, Fortaleza, CE",60346-298
4475,Rua Cristóvão Nunes,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60760-330
4476,Vila Crisólita,Papicu,"Fortaleza, CE","Papicu, Fortaleza, CE",60176-040
4477,Vila Crisóstomo Moreira,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60421-650
4478,Vila Crisóstomo,Parquelândia,"Fortaleza, CE","Parquelândia, Fortaleza, CE",60455-010
4479,Vila Crizália,Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-075
4480,Travessa Croata,Pici,"Fortaleza, CE","Pici, Fortaleza, CE",60511-830
4481,Rua Cruz Abreu,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60130-440
4482,Rua Cruz Saldanha,Parquelândia,"Fortaleza, CE","Parquelândia, Fortaleza, CE",60450-340
4483,Travessa Cruz Saldanha,Parquelândia,"Fortaleza, CE","Parquelândia, Fortaleza, CE",60450-350
4484,Rua Cruz e Sousa,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60335-490
4485,Rua Cruz e Sousa,Montese,"Fortaleza, CE","Montese, Fortaleza, CE",60420-690
4486,Travessa Cruzeirinho,Ancuri,"Fortaleza, CE","Ancuri, Fortaleza, CE",60874-234
4487,Travessa Cruzeiro,Curió,"Fortaleza, CE","Curió, Fortaleza, CE",60844-195
4488,Vila Cruzeiro,Serrinha,"Fortaleza, CE","Serrinha, Fortaleza, CE",60741-120
4489,Rua Cruzeiro do Sul,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60335-190
4490,Rua Cruzeiro do Sul,Planalto Ayrton Senna,"Fortaleza, CE","Planalto Ayrton Senna, Fortaleza, CE",60766-305
4491,Travessa Cruzeiro do Sul,Jardim América,"Fortaleza, CE","Jardim América, Fortaleza, CE",60410-430
4492,Rua Cruzeta,Henrique Jorge,"Fortaleza, CE","Henrique Jorge, Fortaleza, CE",60510-208
4493,Rua Crônicas,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60751-842
4494,Rua Cuba,Padre Andrade,"Fortaleza, CE","Padre Andrade, Fortaleza, CE",60360-560
4495,Rua Cuiabá  - até 369/370,Jóquei Clube,"Fortaleza, CE","Jóquei Clube, Fortaleza, CE",60510-055
4496,Rua Cuiabá  - de 371/372 ao fim,Henrique Jorge,"Fortaleza, CE","Henrique Jorge, Fortaleza, CE",60510-182
4497,Travessa Cuiabá,Henrique Jorge,"Fortaleza, CE","Henrique Jorge, Fortaleza, CE",60510-188
4498,Rua Cumari,Mucuripe,"Fortaleza, CE","Mucuripe, Fortaleza, CE",60165-450
4499,Rua Cumari,Bonsucesso,"Fortaleza, CE","Bonsucesso, Fortaleza, CE",60542-397
4500,Rua Cumbica,Aeroporto,"Fortaleza, CE","Aeroporto, Fortaleza, CE",60415-340
4501,Rua Cunha Barbosa,Papicu,"Fortaleza, CE","Papicu, Fortaleza, CE",60175-245
4502,Travessa Cunha,Henrique Jorge,"Fortaleza, CE","Henrique Jorge, Fortaleza, CE",60521-106
4503,Vila Cunha,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60182-170
4504,Vila Cupece,Cais do Porto,"Fortaleza, CE","Cais do Porto, Fortaleza, CE",60180-340
4505,Rua Cura D'Ars,Cristo Redentor,"Fortaleza, CE","Cristo Redentor, Fortaleza, CE",60311-010
4506,Vila Curi-Curi,Montese,"Fortaleza, CE","Montese, Fortaleza, CE",60421-660
4507,Rua Curitiba  - até 179/180,Henrique Jorge,"Fortaleza, CE","Henrique Jorge, Fortaleza, CE",60510-305
4508,Rua Curitiba  - de 181/182 a 1131/1132,Dom Lustosa,"Fortaleza, CE","Dom Lustosa, Fortaleza, CE",60526-035
4509,Rua Curitiba  - de 1133/1134 ao fim,Autran Nunes,"Fortaleza, CE","Autran Nunes, Fortaleza, CE",60526-775
4510,Rua Curió,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60335-680
4511,Travessa Curió,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60841-830
4512,Vila Curió,Álvaro Weyne,"Fortaleza, CE","Álvaro Weyne, Fortaleza, CE",60335-690
4513,Rua Currupião,Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60812-563
4514,Rua Curupati,Praia do Futuro II,"Fortaleza, CE","Praia do Futuro II, Fortaleza, CE",60182-545
4515,Travessa Curvelo,Bonsucesso,"Fortaleza, CE","Bonsucesso, Fortaleza, CE",60520-493
4516,Vila Cury,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60131-010
4517,Vila Custódia,Padre Andrade,"Fortaleza, CE","Padre Andrade, Fortaleza, CE",60356-505
4518,Rua Custódio de Melo,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60842-210
4519,Travessa Cássia,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60181-430
4520,Vila Cáucaso,Granja Portugal,"Fortaleza, CE","Granja Portugal, Fortaleza, CE",60541-527
4521,Vila Câmara,Alto da Balança,"Fortaleza, CE","Alto da Balança, Fortaleza, CE",60851-110
4522,Rua Cândida,Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60349-475
4523,Vila Cândido Atanásio,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60841-120
4524,Rua Cândido Castelo Branco,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60331-190
4525,Rua Cândido Gomes do Rego,Tauape,"Fortaleza, CE","Tauape, Fortaleza, CE",60130-260
4526,Rua Cândido Holanda,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60720-360
4527,Rua Cândido Juca,Rodolfo Teófilo,"Fortaleza, CE","Rodolfo Teófilo, Fortaleza, CE",60430-580
4528,Rua Cândido Maia,Antônio Bezerra,"Fortaleza, CE","Antônio Bezerra, Fortaleza, CE",60356-830
4529,Rua Cândido Mendes,São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-780
4530,Vila Cândido Oliveira,Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-221
4531,Avenida Cândido Portinari,Cambeba,"Fortaleza, CE","Cambeba, Fortaleza, CE",60822-170
4532,Rua Cândido Sabino,Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60872-540
4533,Vila Cândido,Jardim Iracema,"Fortaleza, CE","Jardim Iracema, Fortaleza, CE",60341-110
4534,Praça Cândido de Alencar Castelo Branco,Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60840-320
4535,Vila Célia Maria,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60015-490
4536,Vila Célia,Dionisio Torres,"Fortaleza, CE","Dionisio Torres, Fortaleza, CE",60125-132
4537,Vila Célia,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60332-200
4538,Rua Célio Brasil Girão,Engenheiro Luciano Cavalcante,"Fortaleza, CE","Engenheiro Luciano Cavalcante, Fortaleza, CE",60813-725
4539,Travessa César Augusto,José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-248
4540,Avenida César Cals  - até 298/299,Cais do Porto,"Fortaleza, CE","Cais do Porto, Fortaleza, CE",60180-761
4541,Avenida César Cals  - de 300/301 a 607/608,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60182-005
4542,Avenida César Cals  - de 609/610 a 1639/1640,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60182-035
4543,Avenida César Cals  - de 1641/1642 a 2349/2350,Praia do Futuro I,"Fortaleza, CE","Praia do Futuro I, Fortaleza, CE",60182-385
4544,Avenida César Cals  - de 2351/2352 a 3549/3550,Praia do Futuro I,"Fortaleza, CE","Praia do Futuro I, Fortaleza, CE",60182-405
4545,Avenida César Cals  - de 3551/3552 ao fim,Praia do Futuro II,"Fortaleza, CE","Praia do Futuro II, Fortaleza, CE",60182-685
4546,Rua César Cals,Vicente Pinzon,"Fortaleza, CE","Vicente Pinzon, Fortaleza, CE",60183-550
4547,Vila César Cals,Centro,"Fortaleza, CE","Centro, Fortaleza, CE",60110-030
4548,Rua César Correia  - até 709/710,Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60334-130
4549,Rua César Correia  - de 711/712 ao fim,Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60336-244
4550,Rua César Fonseca  - até 269/270,Papicu,"Fortaleza, CE","Papicu, Fortaleza, CE",60176-115
4551,Rua César Fonseca  - de 271/272 ao fim,Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-260
4552,Rua César Fontenele,Amadeu Furtado,"Fortaleza, CE","Amadeu Furtado, Fortaleza, CE",60455-650
4553,Travessa César Magalhães,Carlito Pamplona,"Fortaleza, CE","Carlito Pamplona, Fortaleza, CE",60311-520
4554,Rua César Rossas,Montese,"Fortaleza, CE","Montese, Fortaleza, CE",60410-100
4555,Vila César,Monte Castelo,"Fortaleza, CE","Monte Castelo, Fortaleza, CE",60326-150
4556,Vila César,José Bonifácio,"Fortaleza, CE","José Bonifácio, Fortaleza, CE",60055-240
4557,Vila César,Padre Andrade,"Fortaleza, CE","Padre Andrade, Fortaleza, CE",60356-440
4558,Rua Cícero Alves de Souza,Cidade dos Funcionários,"Fortaleza, CE","Cidade dos Funcionários, Fortaleza, CE",60822-810
4559,Rua Cícero Hermínio,Cristo Redentor,"Fortaleza, CE","Cristo Redentor, Fortaleza, CE",60311-210
4560,Vila Cícero Lopes,Jardim Iracema,"Fortaleza, CE","Jardim Iracema, Fortaleza, CE",60341-650
4561,Vila Cícero Martins,Parque Araxá,"Fortaleza, CE","Parque Araxá, Fortaleza, CE",60450-690
4562,Rua Cícero Romão,José de Alencar,"Fortaleza, CE","José de Alencar, Fortaleza, CE",60830-267
4563,Travessa Cícero,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60761-800
4564,Rua Córrego Bonito,Mucuripe,"Fortaleza, CE","Mucuripe, Fortaleza, CE",60175-540
4565,Rua Córrego das Flores,Mucuripe,"Fortaleza, CE","Mucuripe, Fortaleza, CE",60175-480
4566,Rua Cônego Bessa,Joaquim Távora,"Fortaleza, CE","Joaquim Távora, Fortaleza, CE",60110-560
4567,Rua Cônego Braveza  - até 1069/1070,Cidade dos Funcionários,"Fortaleza, CE","Cidade dos Funcionários, Fortaleza, CE",60822-815
4568,Rua Cônego Braveza  - de 1071/1072 ao fim,Parque Iracema,"Fortaleza, CE","Parque Iracema, Fortaleza, CE",60824-048
4569,Rua Cônego Lima Sucupira  - até 1769/1770,Serrinha,"Fortaleza, CE","Serrinha, Fortaleza, CE",60741-255
4570,Rua Cônego Lima Sucupira  - de 1771/1772 ao fim,Itaoca,"Fortaleza, CE","Itaoca, Fortaleza, CE",60740-355
4571,Rua Cônego Mourão,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60710-080
4572,Rua Cônego Penafort,Amadeu Furtado,"Fortaleza, CE","Amadeu Furtado, Fortaleza, CE",60455-620
4573,Travessa Cônego Penafort,Amadeu Furtado,"Fortaleza, CE","Amadeu Furtado, Fortaleza, CE",60455-630
4574,Rua Cônego Pinto Mendonça,Parque Araxá,"Fortaleza, CE","Parque Araxá, Fortaleza, CE",60450-615
4575,Rua Cônego Rocha,Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-582
4576,Rua Cônego de Castro  - até 2379 - lado ímpar,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60720-095
4577,Rua Cônego de Castro  - de 2381 a 4049 - lado ímpar,Manoel Sátiro,"Fortaleza, CE","Manoel Sátiro, Fortaleza, CE",60713-305
4578,Rua Cônego de Castro  - de 4051 a 5169 - lado ímpar,Novo Mondubim,"Fortaleza, CE","Novo Mondubim, Fortaleza, CE",60764-205
4579,Rua Cônego de Castro  - de 5171 a 5629 - lado ímpar,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-433
4580,Rua Cônego de Castro  - de 5631 a 7155 - lado ímpar,Parque Santa Rosa,"Fortaleza, CE","Parque Santa Rosa, Fortaleza, CE",60763-003
4581,Rua Cônego de Castro  - de 7157 ao fim - lado ímpar,Parque Presidente Vargas,"Fortaleza, CE","Parque Presidente Vargas, Fortaleza, CE",60765-623
4582,Rua Cônego de Castro  - até 1538 - lado par,Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60720-096
4583,Rua Cônego de Castro  - de 1540 a 3490 - lado par,Vila Peri,"Fortaleza, CE","Vila Peri, Fortaleza, CE",60730-062
4584,Rua Cônego de Castro  - de 3492 a 4140 - lado par,Parque São José,"Fortaleza, CE","Parque São José, Fortaleza, CE",60730-202
4585,Rua Cônego de Castro  - de 4142 ao fim - lado par,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-452
4586,Acesso D  (Cj Jardim Fluminense),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-150
4587,Alameda D  (Cj Hab Novo Barroso),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60868-185
4588,Avenida D  (Cj Esperança),Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-470
4589,Avenida D  (Cj Prefeito José Water),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-030
4590,Avenida D  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-490
4591,Avenida D  (Cj Ceará) - até 1325 - lado ímpar,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-621
4592,Avenida D  (Cj Ceará) - de 1327 ao fim - lado í,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-625
4593,Avenida D  (Cj Ceará) - até 1326 - lado par,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-622
4594,Avenida D  (Cj Ceará) - de 1328 ao fim - lado p,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-624
4595,Quadra D  (Cj Pres Castelo Branco),Presidente Kennedy,"Fortaleza, CE","Presidente Kennedy, Fortaleza, CE",60357-230
4596,Rua D  (Cj São Francisco de Assis),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60731-434
4597,Rua D  (Cj Barroso II),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60867-290
4598,Rua D  (Lot Colina),De Lourdes,"Fortaleza, CE","De Lourdes, Fortaleza, CE",60177-475
4599,Rua D  (Lot Esplanada Messejana),Coaçu,"Fortaleza, CE","Coaçu, Fortaleza, CE",60872-130
4600,Rua D  (Cj Irmã Dulce II),Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60543-650
4601,Rua D  (Cj Jacyara),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-830
4602,Rua D  (Cj Jardim Fluminense),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-040
4603,Rua D  (Lot Jardim Fortaleza),Cocó,"Fortaleza, CE","Cocó, Fortaleza, CE",60192-530
4604,Rua D  (Cj Jardim Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-272
4605,Rua D  (Cj Jardim Primavera),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-245
4606,Rua D  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-550
4607,Rua D  (Cj Nova Residência),Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60546-130
4608,Rua D  (Lot Parque Atlântico),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-040
4609,Rua D  (Cj Fernando Noronha),Paupina,"Fortaleza, CE","Paupina, Fortaleza, CE",60873-615
4610,Rua D  (Cj Res Guajiru),Guajeru,"Fortaleza, CE","Guajeru, Fortaleza, CE",60843-020
4611,Rua D  (Cj Primeiro de Março),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-090
4612,Rua D  (Cj Res Novo Renascer),Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-445
4613,Rua D  (Cj Santo Dias),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60870-565
4614,Rua D  (Cj Siqueira II),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60733-018
4615,Rua D  (Cj Veneza Tropical),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-160
4616,Rua D  (Cj Vila Militar),Parreão,"Fortaleza, CE","Parreão, Fortaleza, CE",60410-336
4617,Rua D  (Cj Vila Velha I),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60349-040
4618,Rua D  (Cj Village Água Fria),Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60812-350
4619,Rua D  (Lot Prq Montenegro I),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-255
4620,Rua D  (Cj Santo Antônio da Floresta II),Floresta,"Fortaleza, CE","Floresta, Fortaleza, CE",60336-195
4621,Rua D  (Lot dos Expedicionários II),Dendê,"Fortaleza, CE","Dendê, Fortaleza, CE",60714-700
4622,Rua D  (Cj Jardim União),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60867-040
4623,Rua D  (Cj Residencial Ubiratan Aguiar),Cajazeiras,"Fortaleza, CE","Cajazeiras, Fortaleza, CE",60864-318
4624,Rua D  (Lot Residencial Mondubim),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-350
4625,Rua D  (Lot Parque Montenegro II),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60751-265
4626,Rua D  (Lot Cajazeiras II),Cajazeiras,"Fortaleza, CE","Cajazeiras, Fortaleza, CE",60864-485
4627,Rua D  (Cj Res dos Bandeirantes),Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60840-405
4628,Rua D  (Cj Res Marcos Freire),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-594
4629,Rua D  (Cj Itaparica),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60342-170
4630,Rua D  (Lot Expedicionários I),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-550
4631,Rua D  (Cj José Marinho Vasconcelos),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-354
4632,Rua D  (Cj Palmares),Granja Lisboa,"Fortaleza, CE","Granja Lisboa, Fortaleza, CE",60540-276
4633,Rua D  (Lot Prq Irajá),Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60736-340
4634,Rua D  (Lot Paraíso Verde),Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60732-432
4635,Rua D  (Cj Patativa do Assaré),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60877-220
4636,Rua D  (Lot Portal de Iracema),Ancuri,"Fortaleza, CE","Ancuri, Fortaleza, CE",60874-185
4637,Rua D  (Cj Jardim Castelão II),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60862-258
4638,Rua D  (Lot Prq Aracapé),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-602
4639,Rua D  (Cj Nova Perimetral),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60862-506
4640,Rua D  (Cj Santa Clara),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-736
4641,Rua D  (Cj Popular),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-776
4642,Rua D  (Cj Vila Nova),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60349-640
4643,Rua D  (Lot Cidade Verde),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-600
4644,Rua D  (Lot Planalto Aracapé),Aracapé,"Fortaleza, CE","Aracapé, Fortaleza, CE",60764-662
4645,Rua D  (Lot Novo Passaré),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60743-815
4646,Rua D  (Lot Centro Sul),Parangaba,"Fortaleza, CE","Parangaba, Fortaleza, CE",60740-145
4647,Rua D  (Parque São Vicente),Siqueira,"Fortaleza, CE","Siqueira, Fortaleza, CE",60731-721
4648,Rua D  (Lot Vila Olímpica),Messejana,"Fortaleza, CE","Messejana, Fortaleza, CE",60841-825
4649,Rua D  (Lot Parque Adriano),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60862-345
4650,Rua D  (Lot Laguna Park),Lagoa Redonda,"Fortaleza, CE","Lagoa Redonda, Fortaleza, CE",60831-229
4651,Rua D  (Conjunto Residencial José Euclides,Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60877-242
